freq: 3 c: 1 calcSize 200 gridSize 800, energy
0.2347,0.000417374
0.7041,0.000304564
1.1735,0.000189531
1.6429,0.000163983
2.1123,0.000208836
2.5817,0.000243093
3.0511,0.000231047
3.5205,0.000206993
3.9899,0.000207827
4.4593,0.000223352
4.9287,0.000224945
5.3981,0.000212741
5.8675,0.000209219
6.3369,0.000219801
6.8063,0.000226333
7.2757,0.000218592
7.7451,0.000209738
8.2145,0.000213431
8.6839,0.000222553
9.1533,0.000222501
9.6227,0.00021462
10.0921,0.000212202
10.5615,0.000218306
11.0309,0.000222136
11.5003,0.000217705
11.9697,0.000212947
12.4391,0.000215667
12.9085,0.000220899
13.3779,0.000219901
13.8473,0.000214612
14.3167,0.000213837
14.7861,0.00021855
15.2555,0.000220793
15.7249,0.000217077
16.1943,0.000213728
16.6637,0.00021606
17.1331,0.000219883
17.6025,0.000218895
18.0719,0.00021501
18.5413,0.000214709
19.0107,0.000218215
19.4801,0.000219502
19.9495,0.00021651
20.4189,0.000214321
20.8883,0.00021648
21.3577,0.000219237
21.8271,0.000218005
22.2965,0.000214901
22.7659,0.000215006
23.2353,0.000217942
23.7047,0.000218749
24.1741,0.000216186
24.6435,0.000214566
25.1129,0.000216435
25.5823,0.000218493
26.0517,0.00021728
26.5211,0.000214873
26.9905,0.000215241
27.4599,0.000217628
27.9293,0.000217969
28.3987,0.000215705
28.8681,0.000214579
29.3375,0.000216338
29.8069,0.00021793
30.2763,0.00021669
30.7457,0.000214698
31.2151,0.00021518
31.6845,0.000217174
32.1539,0.000217271
32.6233,0.000215315
33.0927,0.000214541
33.5621,0.000216115
34.0315,0.000217282
34.5009,0.000216044
34.9703,0.000214439
35.4397,0.000215055
35.9091,0.000216739
36.3785,0.000216607
36.8479,0.00021485
37.3173,0.000214325
37.7867,0.000215767
38.2561,0.000216653
38.7255,0.00021546
39.1949,0.000214145
39.6643,0.000214798
40.1337,0.000216188
40.6031,0.000215897
41.0725,0.00021436
41.5419,0.000214063
42.0113,0.000215378
42.4807,0.000215997
42.9501,0.00021482
43.4195,0.000213739
43.8889,0.000214434
44.3583,0.000215609
44.8277,0.000215213
45.2971,0.000213848
45.7665,0.000213697
46.2359,0.00021487
46.7053,0.000215281
47.1747,0.000214163
47.6441,0.000213301
48.1135,0.000214011
48.5829,0.000214972
49.0523,0.000214473
49.5217,0.000213261
49.9911,0.000213244
50.4605,0.000214307
50.9299,0.000214553
51.3993,0.000213482
51.8687,0.000212781
52.3381,0.000213479
52.8075,0.000214261
53.2769,0.000213708
53.7463,0.000212648
54.2157,0.00021273
54.6851,0.000213668
55.1545,0.000213759
55.6239,0.000212741
56.0933,0.000212194
56.5627,0.000212884
57.0321,0.000213511
57.5015,0.000212909
57.9709,0.00021197
58.4403,0.00021212
58.9097,0.000212946
59.3791,0.000212924
59.8485,0.000211973
60.3179,0.000211553
60.7873,0.000212209
61.2567,0.000212686
61.7261,0.000212051
62.1955,0.000211232
62.6649,0.000211445
63.1343,0.000212168
63.6037,0.000212044
64.0731,0.000211148
64.5425,0.000210828
65.0119,0.000211447
65.4813,0.000211802
65.9507,0.000211155
66.4201,0.000210446
66.8895,0.000210694
67.3589,0.000211308
67.8283,0.000211098
68.2977,0.000210265
68.7671,0.00021004
69.2365,0.00021062
69.7059,0.000210861
70.1753,0.000210203
70.6447,0.000209585
71.1141,0.000209858
71.5835,0.000210377
72.0529,0.000210103
72.5223,0.000209334
72.9917,0.000209181
73.4611,0.000209708
73.9305,0.000209845
74.3999,0.00020919
74.8693,0.000208662
75.3387,0.000208952
75.8081,0.000209379
76.2775,0.000209046
76.7469,0.000208333
77.2163,0.00020824
77.6857,0.000208716
78.1551,0.000208767
78.6245,0.000208124
79.0939,0.000207674
79.5633,0.000207964
80.0327,0.000208299
80.5021,0.00020792
80.9715,0.000207268
81.4409,0.000207226
81.9103,0.000207649
82.3797,0.000207621
82.8491,0.000206989
83.3185,0.000206605
83.7879,0.000206889
84.2573,0.000207143
84.7267,0.000206733
85.1961,0.000206138
85.6655,0.000206133
86.1349,0.000206497
86.6043,0.000206396
87.0737,0.000205784
87.5431,0.000205462
88.0125,0.000205734
88.4819,0.000205912
88.9513,0.000205474
89.4207,0.00020493
89.8901,0.000204951
90.3595,0.000205257
90.8289,0.000205098
91.2983,0.000204511
91.7677,0.000204241
92.2371,0.000204491
92.7065,0.000204594
93.1759,0.000204137
93.6453,0.000203643
